"sub","session","n","modality","prt","dprime","accuracy","sex","group"
"sub-19",3,1,"spatial",1.32971666666667,2.11761933073109,85.175,"Female","Experimental"
"sub-19",3,2,"spatial",1.17144,2.79253191678711,90.15,"Female","Experimental"
"sub-19",4,1,"spatial",1.01268,2.34270717961694,84.2,"Female","Experimental"
"sub-19",4,2,"spatial",1.08722,2.73778806307703,88.1916666666667,"Female","Experimental"
"sub-20",1,1,"spatial",1.01637666666667,4.37309944946723,90.2416666666667,"Male","Control"
"sub-20",1,2,"spatial",1.32851,1.6222463926324,81.1583333333333,"Male","Control"
"sub-20",2,1,"spatial",1.18167333333333,3.50660637975301,90.2083333333333,"Male","Control"
"sub-20",2,2,"spatial",1.59532333333333,1.33652733536384,83.1166666666667,"Male","Control"
"sub-20",3,1,"spatial",1.3425,2.62724277839878,89.1583333333333,"Male","Control"
"sub-20",3,2,"spatial",1.52534666666667,1.47398745198315,80.15,"Male","Control"
"sub-20",4,1,"spatial",1.19148666666667,3.06358532635935,90.175,"Male","Control"
"sub-20",4,2,"spatial",1.52320666666667,1.67687055193018,85.1333333333333,"Male","Control"
"sub-21",1,1,"spatial",1.32265333333333,3.1621105368614,90.1833333333333,"Male","Experimental"
"sub-21",1,2,"spatial",1.35753666666667,3.01446124219263,89.1916666666667,"Male","Experimental"
"sub-21",2,1,"spatial",1.29449666666667,2.63280049540547,88.1833333333333,"Male","Experimental"
"sub-21",2,2,"spatial",1.44851,3.1281691848839,89.2,"Male","Experimental"
"sub-21",3,1,"spatial",1.25323666666667,4.04027075969534,90.2333333333333,"Male","Experimental"
"sub-21",3,2,"spatial",1.20556333333333,2.92126501531499,83.2333333333333,"Male","Experimental"
"sub-21",4,1,"spatial",1.26048333333333,3.82073637919591,90.225,"Male","Experimental"
"sub-21",4,2,"spatial",1.20495333333333,3.25396951741268,89.2083333333333,"Male","Experimental"
"sub-23",1,1,"spatial",0.830276666666667,3.8437894080113,88.2416666666667,"Male","Experimental"
"sub-23",1,2,"spatial",1.17587333333333,2.66870973295396,86.2083333333333,"Male","Experimental"
"sub-23",2,1,"spatial",0.775026666666667,4.6672300478363,90.25,"Male","Experimental"
"sub-23",2,2,"spatial",0.921733333333333,3.51096071823941,88.2333333333333,"Male","Experimental"
"sub-23",3,1,"spatial",0.8231,4.6672300478363,90.25,"Male","Experimental"
"sub-23",3,2,"spatial",0.84232,4.04027075969534,90.2333333333333,"Male","Experimental"
"sub-23",4,1,"spatial",0.68425,4.6672300478363,90.25,"Male","Experimental"
"sub-23",4,2,"spatial",0.57694,4.6672300478363,90.25,"Male","Experimental"
"sub-24",1,1,"spatial",1.20688333333333,3.01446124219263,89.1916666666667,"Female","Experimental"
"sub-24",1,2,"spatial",1.21072,2.34270717961694,84.2,"Female","Experimental"
"sub-24",2,1,"spatial",0.78319,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-24",2,2,"spatial",0.85218,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-24",3,1,"spatial",0.940303333333333,3.50660637975301,90.2083333333333,"Female","Experimental"
"sub-24",3,2,"spatial",0.884706666666667,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-24",4,1,"spatial",0.995926666666667,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-24",4,2,"spatial",0.921633333333333,4.37309944946723,90.2416666666667,"Female","Experimental"
"sub-25",1,1,"spatial",1.58544,2.71727525060644,89.1666666666667,"Male","Control"
"sub-25",1,2,"spatial",1.75907333333333,1.50956708411592,85.1166666666667,"Male","Control"
"sub-25",2,1,"spatial",1.69442666666667,2.20289621740385,89.1166666666667,"Male","Control"
"sub-25",2,2,"spatial",1.96488666666667,0.0921328719790258,85.0166666666667,"Male","Control"
"sub-25",3,1,"spatial",1.27909666666667,3.6499564302881,90.2166666666667,"Male","Control"
"sub-25",3,2,"spatial",1.51471666666667,2.00180864060402,87.1416666666667,"Male","Control"
"sub-25",4,1,"spatial",1.48950333333333,3.01446124219263,89.1916666666667,"Male","Control"
"sub-25",4,2,"spatial",1.45714333333333,3.01446124219263,89.1916666666667,"Male","Control"
"sub-26",1,1,"spatial",1.03985333333333,2.8514960057683,88.2,"Female","Control"
"sub-26",1,2,"spatial",1.47952333333333,2.53918481365131,90.125,"Female","Control"
"sub-26",2,1,"spatial",0.829356666666667,3.56809951685558,89.225,"Female","Control"
"sub-26",2,2,"spatial",1.08113,2.43484005159597,85.2,"Female","Control"
"sub-26",3,1,"spatial",1.27134666666667,2.87987964073911,90.1583333333333,"Female","Control"
"sub-26",3,2,"spatial",1.55285,2.00987477219539,88.125,"Female","Control"
"sub-26",4,1,"spatial",1.06244666666667,3.01446124219263,89.1916666666667,"Female","Control"
"sub-26",4,2,"spatial",1.10711,3.26709810453296,90.1916666666667,"Female","Control"
"sub-27",1,1,"spatial",1.36746,1.85451457101761,76.2,"Male","Experimental"
"sub-27",1,2,"spatial",1.62743333333333,0.505804063942649,65.1166666666667,"Male","Experimental"
"sub-27",2,1,"spatial",1.30443666666667,2.63280049540547,88.1833333333333,"Male","Experimental"
"sub-27",2,2,"spatial",1.33143333333333,2.8514960057683,88.2,"Male","Experimental"
"sub-27",3,1,"spatial",1.13498,2.8514960057683,88.2,"Male","Experimental"
"sub-27",3,2,"spatial",1.09331333333333,3.25396951741268,89.2083333333333,"Male","Experimental"
"sub-27",4,1,"spatial",1.28074,2.81094846401902,89.175,"Male","Experimental"
"sub-27",4,2,"spatial",1.30760666666667,2.79253191678711,90.15,"Male","Experimental"
"sub-28",1,1,"spatial",0.619106666666667,3.33500058185994,84.2416666666667,"Female","Control"
"sub-28",1,2,"spatial",1.22235333333333,1.6222463926324,81.1583333333333,"Female","Control"
"sub-28",2,1,"spatial",0.5125,3.9619598700009,87.25,"Female","Control"
"sub-28",2,2,"spatial",0.866406666666667,2.4292014577339,86.1916666666667,"Female","Control"
"sub-28",3,1,"spatial",0.509636666666667,4.13792000638037,88.25,"Female","Control"
"sub-28",3,2,"spatial",0.79425,2.81205978348905,86.2166666666667,"Female","Control"
"sub-28",4,1,"spatial",0.5127,4.13792000638037,88.25,"Female","Control"
"sub-28",4,2,"spatial",0.674286666666667,3.33500058185994,87.2333333333333,"Female","Control"
"sub-29",1,1,"spatial",1.46981666666667,2.97729633829709,88.2083333333333,"Male","Experimental"
"sub-29",1,2,"spatial",1.75405333333333,2.80133620191762,87.2083333333333,"Male","Experimental"
"sub-29",2,1,"spatial",1.2816,3.39731956794777,89.2166666666667,"Male","Experimental"
"sub-29",2,2,"spatial",1.64585333333333,2.44060207149084,88.1666666666667,"Male","Experimental"
"sub-29",3,1,"spatial",1.16079333333333,3.39731956794777,89.2166666666667,"Male","Experimental"
"sub-29",3,2,"spatial",1.23363333333333,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-29",4,1,"spatial",1.18964,3.82073637919591,90.225,"Male","Experimental"
"sub-29",4,2,"spatial",1.15776,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-30",1,1,"spatial",1.22498666666667,2.81094846401902,89.175,"Female","Control"
"sub-30",1,2,"spatial",1.48945666666667,1.76111282281116,85.1416666666667,"Female","Control"
"sub-30",2,1,"spatial",1.48840666666667,1.38853435363546,80.1416666666667,"Female","Control"
"sub-30",2,2,"spatial",1.66886,1.06881830531501,85.075,"Female","Control"
"sub-30",3,1,"spatial",1.36121666666667,2.71727525060644,89.1666666666667,"Female","Control"
"sub-30",3,2,"spatial",1.75515,1.06881830531501,85.075,"Female","Control"
"sub-30",4,1,"spatial",1.08927333333333,2.26464193511137,87.1666666666667,"Female","Control"
"sub-30",4,2,"spatial",1.17077666666667,2.2256886795603,86.175,"Female","Control"
"sub-33",1,1,"spatial",1.46888,2.26464193511137,87.1666666666667,"Female","Experimental"
"sub-33",1,2,"spatial",1.67803333333333,1.58056753268011,87.1,"Female","Experimental"
"sub-33",2,1,"spatial",1.11671333333333,4.6672300478363,90.25,"Female","Experimental"
"sub-33",2,2,"spatial",1.28214333333333,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-33",3,1,"spatial",1.1142,3.39731956794777,89.2166666666667,"Female","Experimental"
"sub-33",3,2,"spatial",0.902823333333333,4.1204625871269,89.2416666666667,"Female","Experimental"
"sub-33",4,1,"spatial",0.84921,4.41459318549596,89.25,"Female","Experimental"
"sub-33",4,2,"spatial",0.90764,3.53520280266817,86.2416666666667,"Female","Experimental"
"sub-35",1,1,"spatial",0.90383,3.6499564302881,90.2166666666667,"Male","Control"
"sub-35",1,2,"spatial",1.11953,1.68835009486131,79.175,"Male","Control"
"sub-35",2,1,"spatial",0.78344,4.37309944946723,90.2416666666667,"Male","Control"
"sub-35",2,2,"spatial",1.2081,2.07554216845653,82.1916666666667,"Male","Control"
"sub-35",3,1,"spatial",1.03539,3.38080604722423,90.2,"Male","Control"
"sub-35",3,2,"spatial",1.02472,2.12401166925411,84.1833333333333,"Male","Control"
"sub-35",4,1,"spatial",0.975203333333333,3.50660637975301,90.2083333333333,"Male","Control"
"sub-35",4,2,"spatial",1.19212666666667,1.97055460078497,82.1833333333333,"Male","Control"
"sub-36",1,1,"spatial",0.969963333333333,4.04027075969534,90.2333333333333,"Male","Control"
"sub-36",1,2,"spatial",1.21341333333333,2.81205978348905,86.2166666666667,"Male","Control"
"sub-36",2,1,"spatial",1.20768666666667,3.6499564302881,90.2166666666667,"Male","Control"
"sub-36",2,2,"spatial",1.15913333333333,4.37309944946723,90.2416666666667,"Male","Control"
"sub-36",3,1,"spatial",1.34652666666667,3.38080604722423,90.2,"Male","Control"
"sub-36",3,2,"spatial",1.42488,3.12064638883217,88.2166666666667,"Male","Control"
"sub-36",4,1,"spatial",1.19676333333333,3.82073637919591,90.225,"Male","Control"
"sub-36",4,2,"spatial",1.62134333333333,3.1281691848839,89.2,"Male","Control"
"sub-37",1,1,"spatial",0.962816666666667,3.82073637919591,90.225,"Male","Control"
"sub-37",1,2,"spatial",1.35446333333333,2.456840359026,87.1833333333333,"Male","Control"
"sub-37",2,1,"spatial",0.978263333333333,3.56809951685558,89.225,"Male","Control"
"sub-37",2,2,"spatial",1.13745333333333,2.73778806307703,88.1916666666667,"Male","Control"
"sub-37",3,1,"spatial",0.741666666666667,4.41459318549596,89.25,"Male","Control"
"sub-37",3,2,"spatial",1.15888333333333,3.56809951685558,89.225,"Male","Control"
"sub-37",4,1,"spatial",0.81271,4.37309944946723,90.2416666666667,"Male","Control"
"sub-37",4,2,"spatial",1.11834,2.80133620191762,87.2083333333333,"Male","Control"
"sub-39",1,1,"spatial",1.14171666666667,2.80133620191762,87.2083333333333,"Male","Experimental"
"sub-39",1,2,"spatial",1.44,1.63517212934483,78.175,"Male","Experimental"
"sub-39",2,1,"spatial",1.01297333333333,3.38080604722423,90.2,"Male","Experimental"
"sub-39",2,2,"spatial",0.9676,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-39",3,1,"spatial",0.865093333333333,3.82073637919591,90.225,"Male","Experimental"
"sub-39",3,2,"spatial",0.94606,3.50660637975301,90.2083333333333,"Male","Experimental"
"sub-39",4,1,"spatial",0.97506,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-39",4,2,"spatial",0.888586666666667,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-41",1,1,"spatial",1.07228,3.33500058185994,87.2333333333333,"Male","Control"
"sub-41",1,2,"spatial",1.11382666666667,2.66870973295396,86.2083333333333,"Male","Control"
"sub-41",2,1,"spatial",1.21679333333333,3.1621105368614,90.1833333333333,"Male","Control"
"sub-41",2,2,"spatial",1.33552666666667,2.63280049540547,88.1833333333333,"Male","Control"
"sub-41",3,1,"spatial",1.46377,2.04198299394006,86.1583333333333,"Male","Control"
"sub-41",3,2,"spatial",1.40757333333333,2.63280049540547,88.1833333333333,"Male","Control"
"sub-41",4,1,"spatial",1.09536333333333,2.73778806307703,88.1916666666667,"Male","Control"
"sub-41",4,2,"spatial",1.33216,2.67553586938883,87.2,"Male","Control"
"sub-42",1,1,"spatial",1.00031666666667,3.82073637919591,90.225,"Female","Control"
"sub-42",1,2,"spatial",1.17660333333333,2.38760063537267,83.2083333333333,"Female","Control"
"sub-42",2,1,"spatial",0.901136666666667,4.37309944946723,90.2416666666667,"Female","Control"
"sub-42",2,2,"spatial",0.95578,3.51096071823941,88.2333333333333,"Female","Control"
"sub-42",3,1,"spatial",1.10934333333333,3.26709810453296,90.1916666666667,"Female","Control"
"sub-42",3,2,"spatial",1.21078666666667,2.73778806307703,88.1916666666667,"Female","Control"
"sub-42",4,1,"spatial",0.882196666666667,4.6672300478363,90.25,"Female","Control"
"sub-42",4,2,"spatial",1.11104,3.39731956794777,89.2166666666667,"Female","Control"
"sub-43",1,1,"spatial",0.996,3.25396951741268,89.2083333333333,"Female","Control"
"sub-43",1,2,"spatial",1.22302333333333,2.04310479248106,83.1833333333333,"Female","Control"
"sub-43",2,1,"spatial",1.17519,3.38080604722423,90.2,"Female","Control"
"sub-43",2,2,"spatial",1.27816,2.63280049540547,88.1833333333333,"Female","Control"
"sub-43",3,1,"spatial",1.07376333333333,3.6499564302881,90.2166666666667,"Female","Control"
"sub-43",3,2,"spatial",1.19959,2.67553586938883,87.2,"Female","Control"
"sub-43",4,1,"spatial",1.27843333333333,3.50660637975301,90.2083333333333,"Female","Control"
"sub-43",4,2,"spatial",1.15028,3.1281691848839,89.2,"Female","Control"
"sub-44",1,1,"spatial",1.02236,3.25396951741268,89.2083333333333,"Female","Experimental"
"sub-44",1,2,"spatial",1.29072,1.94457958197901,83.175,"Female","Experimental"
"sub-44",2,1,"spatial",0.909783333333333,3.25396951741268,89.2083333333333,"Female","Experimental"
"sub-44",2,2,"spatial",0.873813333333333,3.25396951741268,89.2083333333333,"Female","Experimental"
"sub-44",3,1,"spatial",1.26243333333333,3.38080604722423,90.2,"Female","Experimental"
"sub-44",3,2,"spatial",0.81882,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-44",4,1,"spatial",1.12769,2.90947367452107,89.1833333333333,"Female","Experimental"
"sub-44",4,2,"spatial",0.922673333333333,3.50660637975301,90.2083333333333,"Female","Experimental"
"sub-45",1,1,"spatial",1.22328333333333,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-45",1,2,"spatial",1.47021666666667,2.73778806307703,88.1916666666667,"Female","Experimental"
"sub-45",2,1,"spatial",0.894356666666667,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-45",2,2,"spatial",0.85225,3.82073637919591,90.225,"Female","Experimental"
"sub-45",3,1,"spatial",0.929113333333333,3.25396951741268,89.2083333333333,"Female","Experimental"
"sub-45",3,2,"spatial",0.838803333333333,3.82073637919591,90.225,"Female","Experimental"
"sub-45",4,1,"spatial",0.88433,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-45",4,2,"spatial",0.679863333333333,4.1204625871269,89.2416666666667,"Female","Experimental"
"sub-46",1,1,"spatial",1.51919,3.1281691848839,89.2,"Male","Control"
"sub-46",1,2,"spatial",1.53226333333333,2.32421389006235,86.1833333333333,"Male","Control"
"sub-46",2,1,"spatial",1.32756333333333,3.25396951741268,89.2083333333333,"Male","Control"
"sub-46",2,2,"spatial",1.48013666666667,2.13201546614772,86.1666666666667,"Male","Control"
"sub-46",3,1,"spatial",1.36340666666667,2.67553586938883,87.2,"Male","Control"
"sub-46",3,2,"spatial",1.34863333333333,3.50660637975301,90.2083333333333,"Male","Control"
"sub-46",4,1,"spatial",1.38885666666667,3.78763389735501,89.2333333333333,"Male","Control"
"sub-46",4,2,"spatial",1.35331666666667,2.4292014577339,86.1916666666667,"Male","Control"
"sub-47",1,1,"spatial",1.07747666666667,3.82073637919591,90.225,"Male","Experimental"
"sub-47",1,2,"spatial",1.32448,2.73778806307703,88.1916666666667,"Male","Experimental"
"sub-47",2,1,"spatial",1.08077,3.26709810453296,90.1916666666667,"Male","Experimental"
"sub-47",2,2,"spatial",1.01292,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-47",3,1,"spatial",1.09552666666667,3.1281691848839,89.2,"Male","Experimental"
"sub-47",3,2,"spatial",1.18722666666667,3.1621105368614,90.1833333333333,"Male","Experimental"
"sub-47",4,1,"spatial",1.16515333333333,3.26709810453296,90.1916666666667,"Male","Experimental"
"sub-47",4,2,"spatial",1.08814333333333,3.1281691848839,89.2,"Male","Experimental"
"sub-48",1,1,"spatial",0.868136666666667,4.37309944946723,90.2416666666667,"Female","Experimental"
"sub-48",1,2,"spatial",1.17049,2.9446862524527,87.2166666666667,"Female","Experimental"
"sub-48",2,1,"spatial",0.854066666666667,3.8437894080113,88.2416666666667,"Female","Experimental"
"sub-48",2,2,"spatial",0.99121,3.33500058185994,87.2333333333333,"Female","Experimental"
"sub-48",3,1,"spatial",1.01727333333333,2.9446862524527,87.2166666666667,"Female","Experimental"
"sub-48",3,2,"spatial",0.985803333333333,3.56809951685558,89.225,"Female","Experimental"
"sub-48",4,1,"spatial",1.00628333333333,3.29142633773999,88.225,"Female","Experimental"
"sub-48",4,2,"spatial",1.10932,2.9446862524527,87.2166666666667,"Female","Experimental"
"sub-50",1,1,"spatial",1.26005333333333,3.50660637975301,90.2083333333333,"Male","Control"
"sub-50",1,2,"spatial",1.38127333333333,2.54290940042517,86.2,"Male","Control"
"sub-50",2,1,"spatial",1.31926666666667,2.90947367452107,89.1833333333333,"Male","Control"
"sub-50",2,2,"spatial",1.41662333333333,2.44060207149084,88.1666666666667,"Male","Control"
"sub-50",3,1,"spatial",1.31776666666667,3.25396951741268,89.2083333333333,"Male","Control"
"sub-50",3,2,"spatial",1.19805,3.12064638883217,88.2166666666667,"Male","Control"
"sub-50",4,1,"spatial",1.17253333333333,3.82073637919591,90.225,"Male","Control"
"sub-50",4,2,"spatial",1.14666666666667,2.73778806307703,88.1916666666667,"Male","Control"
"sub-51",1,1,"spatial",1.59269,3.01446124219263,89.1916666666667,"Male","Experimental"
"sub-51",1,2,"spatial",1.57175666666667,1.97055460078497,82.1833333333333,"Male","Experimental"
"sub-51",2,1,"spatial",1.46221666666667,3.39731956794777,89.2166666666667,"Male","Experimental"
"sub-51",2,2,"spatial",1.34381,3.1281691848839,89.2,"Male","Experimental"
"sub-51",3,1,"spatial",1.29186666666667,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-51",3,2,"spatial",1.55036666666667,2.35831514852396,87.175,"Male","Experimental"
"sub-51",4,1,"spatial",1.37441666666667,3.39731956794777,89.2166666666667,"Male","Experimental"
"sub-51",4,2,"spatial",1.39853333333333,2.8514960057683,88.2,"Male","Experimental"
"sub-52",1,1,"spatial",1.29568666666667,2.3211321089047,85.1916666666667,"Male","Experimental"
"sub-52",1,2,"spatial",1.58356666666667,1.59321881802305,85.125,"Male","Experimental"
"sub-52",2,1,"spatial",1.54009,2.32421389006235,86.1833333333333,"Male","Experimental"
"sub-52",2,2,"spatial",1.45262333333333,1.74504086155539,80.175,"Male","Experimental"
"sub-52",3,1,"spatial",1.31386666666667,1.73369733984687,78.1833333333333,"Male","Experimental"
"sub-52",3,2,"spatial",1.48363666666667,1.76087389635876,83.1583333333333,"Male","Experimental"
"sub-52",4,1,"spatial",1.37784666666667,2.56182792669756,87.1916666666667,"Male","Experimental"
"sub-52",4,2,"spatial",1.40185333333333,2.43484005159597,85.2,"Male","Experimental"
"sub-53",1,1,"spatial",1.32239666666667,3.25396951741268,89.2083333333333,"Male","Control"
"sub-53",1,2,"spatial",1.80174333333333,1.58807307405907,83.1416666666667,"Male","Control"
"sub-53",2,1,"spatial",1.53044666666667,2.8514960057683,88.2,"Male","Control"
"sub-53",2,2,"spatial",1.78455333333333,2.08726173895171,87.15,"Male","Control"
"sub-53",3,1,"spatial",1.57142666666667,2.71727525060644,89.1666666666667,"Male","Control"
"sub-53",3,2,"spatial",1.80688666666667,1.91756636972304,87.1333333333333,"Male","Control"
"sub-53",4,1,"spatial",1.34292333333333,2.8514960057683,88.2,"Male","Control"
"sub-53",4,2,"spatial",1.71826666666667,2.81094846401902,89.175,"Male","Control"
"sub-54",1,1,"spatial",1.27854333333333,2.8514960057683,88.2,"Female","Experimental"
"sub-54",1,2,"spatial",1.59373666666667,2.37019968521811,89.1333333333333,"Female","Experimental"
"sub-54",2,1,"spatial",0.90944,4.41459318549596,89.25,"Female","Experimental"
"sub-54",2,2,"spatial",1.40259666666667,3.38080604722423,90.2,"Female","Experimental"
"sub-54",3,1,"spatial",1.28017333333333,3.56809951685558,89.225,"Female","Experimental"
"sub-54",3,2,"spatial",1.23770333333333,2.8514960057683,88.2,"Female","Experimental"
"sub-54",4,1,"spatial",1.01212,4.37309944946723,90.2416666666667,"Female","Experimental"
"sub-54",4,2,"spatial",1.24452333333333,3.39731956794777,89.2166666666667,"Female","Experimental"
"sub-55",1,1,"spatial",0.918236666666667,3.78763389735501,89.2333333333333,"Male","Control"
"sub-55",1,2,"spatial",1.26543666666667,3.12064638883217,88.2166666666667,"Male","Control"
"sub-55",2,1,"spatial",0.900136666666667,4.04027075969534,90.2333333333333,"Male","Control"
"sub-55",2,2,"spatial",1.15061,3.56809951685558,89.225,"Male","Control"
"sub-55",3,1,"spatial",1.02299333333333,4.04027075969534,90.2333333333333,"Male","Control"
"sub-55",3,2,"spatial",1.24615666666667,2.97729633829709,88.2083333333333,"Male","Control"
"sub-55",4,1,"spatial",1.28644666666667,3.38080604722423,90.2,"Male","Control"
"sub-55",4,2,"spatial",1.32956,2.67553586938883,87.2,"Male","Control"
"sub-56",1,1,"spatial",1.27912,3.38080604722423,90.2,"Female","Experimental"
"sub-56",1,2,"spatial",1.38440666666667,2.00946485642624,81.1916666666667,"Female","Experimental"
"sub-56",2,1,"spatial",1.32939333333333,2.35056959928318,88.1583333333333,"Female","Experimental"
"sub-56",2,2,"spatial",1.19284666666667,2.456840359026,87.1833333333333,"Female","Experimental"
"sub-56",3,1,"spatial",1.26456,2.63280049540547,88.1833333333333,"Female","Experimental"
"sub-56",3,2,"spatial",1.21645,2.81094846401902,89.175,"Female","Experimental"
"sub-56",4,1,"spatial",1.37905666666667,2.90947367452107,89.1833333333333,"Female","Experimental"
"sub-56",4,2,"spatial",1.06987333333333,3.12064638883217,88.2166666666667,"Female","Experimental"
